Date,Week,ProdName,Price,Seasonality,Quantity
1/10/2023,263,Extra Virgin Olive Oil - Bold,26.5,2,13
1/11/2023,263,Extra Virgin Olive Oil - Bold,25.5,3,11
1/12/2023,263,Extra Virgin Olive Oil - Bold,24.5,4,13
1/13/2023,263,Extra Virgin Olive Oil - Bold,22.5,5,16
1/14/2023,263,Extra Virgin Olive Oil - Bold,26.5,6,21
1/16/2023,264,Extra Virgin Olive Oil - Bold,22.5,1,15
1/17/2023,264,Extra Virgin Olive Oil - Bold,27.5,2,10
1/18/2023,264,Extra Virgin Olive Oil - Bold,25.5,3,16
1/19/2023,264,Extra Virgin Olive Oil - Bold,24.5,4,12
1/20/2023,264,Extra Virgin Olive Oil - Bold,21.5,5,14
1/21/2023,264,Extra Virgin Olive Oil - Bold,21.5,6,22
1/23/2023,265,Extra Virgin Olive Oil - Bold,25.5,1,10
1/24/2023,265,Extra Virgin Olive Oil - Bold,27.5,2,11
1/25/2023,265,Extra Virgin Olive Oil - Bold,22.5,3,13
1/26/2023,265,Extra Virgin Olive Oil - Bold,23.5,4,15
1/27/2023,265,Extra Virgin Olive Oil - Bold,25.5,5,10
1/29/2023,265,Extra Virgin Olive Oil - Bold,26.5,7,14
1/31/2023,266,Extra Virgin Olive Oil - Bold,21.5,2,12
2/1/2023,266,Extra Virgin Olive Oil - Bold,24.5,3,12
2/2/2023,266,Extra Virgin Olive Oil - Bold,22.5,4,12
2/3/2023,266,Extra Virgin Olive Oil - Bold,24.5,5,10
2/4/2023,266,Extra Virgin Olive Oil - Bold,24.5,6,19
2/5/2023,266,Extra Virgin Olive Oil - Bold,23.5,7,15
2/7/2023,267,Extra Virgin Olive Oil - Bold,23.5,2,14
2/8/2023,267,Extra Virgin Olive Oil - Bold,21.5,3,14
2/9/2023,267,Extra Virgin Olive Oil - Bold,22.5,4,17
2/10/2023,267,Extra Virgin Olive Oil - Bold,22.5,5,18
2/11/2023,267,Extra Virgin Olive Oil - Bold,27.5,6,18
2/14/2023,268,Extra Virgin Olive Oil - Bold,26.5,2,17
2/15/2023,268,Extra Virgin Olive Oil - Bold,26.5,3,11
2/16/2023,268,Extra Virgin Olive Oil - Bold,27.5,4,13
2/17/2023,268,Extra Virgin Olive Oil - Bold,26.5,5,15
2/18/2023,268,Extra Virgin Olive Oil - Bold,24.5,6,18
2/19/2023,268,Extra Virgin Olive Oil - Bold,21.5,7,15
2/20/2023,269,Extra Virgin Olive Oil - Bold,25.5,1,7
2/21/2023,269,Extra Virgin Olive Oil - Bold,23.5,2,17
2/22/2023,269,Extra Virgin Olive Oil - Bold,22.5,3,11
2/23/2023,269,Extra Virgin Olive Oil - Bold,22.5,4,17
2/24/2023,269,Extra Virgin Olive Oil - Bold,22.5,5,16
2/25/2023,269,Extra Virgin Olive Oil - Bold,21.5,6,22
2/26/2023,269,Extra Virgin Olive Oil - Bold,24.5,7,14
2/28/2023,270,Extra Virgin Olive Oil - Bold,22.5,2,14
3/1/2023,270,Extra Virgin Olive Oil - Bold,26.5,3,16
3/3/2023,270,Extra Virgin Olive Oil - Bold,26.5,5,12
3/5/2023,270,Extra Virgin Olive Oil - Bold,23.5,7,17
3/6/2023,271,Extra Virgin Olive Oil - Bold,24.5,1,15
3/7/2023,271,Extra Virgin Olive Oil - Bold,23.5,2,17
3/8/2023,271,Extra Virgin Olive Oil - Bold,24.5,3,13
3/9/2023,271,Extra Virgin Olive Oil - Bold,21.5,4,17
3/10/2023,271,Extra Virgin Olive Oil - Bold,25.5,5,16
3/11/2023,271,Extra Virgin Olive Oil - Bold,22.5,6,25
3/12/2023,271,Extra Virgin Olive Oil - Bold,25.5,7,17
3/13/2023,272,Extra Virgin Olive Oil - Bold,27.5,1,14
3/14/2023,272,Extra Virgin Olive Oil - Bold,21.5,2,15
3/15/2023,272,Extra Virgin Olive Oil - Bold,24.5,3,16
3/16/2023,272,Extra Virgin Olive Oil - Bold,21.5,4,14
3/17/2023,272,Extra Virgin Olive Oil - Bold,21.5,5,15
3/19/2023,272,Extra Virgin Olive Oil - Bold,27.5,7,13
3/21/2023,273,Extra Virgin Olive Oil - Bold,22.5,2,16
3/22/2023,273,Extra Virgin Olive Oil - Bold,25.5,3,13
3/23/2023,273,Extra Virgin Olive Oil - Bold,27.5,4,14
3/24/2023,273,Extra Virgin Olive Oil - Bold,25.5,5,16
3/25/2023,273,Extra Virgin Olive Oil - Bold,22.5,6,21
3/26/2023,273,Extra Virgin Olive Oil - Bold,24.5,7,14
3/27/2023,274,Extra Virgin Olive Oil - Bold,25.5,1,11
3/28/2023,274,Extra Virgin Olive Oil - Bold,27.5,2,13
3/29/2023,274,Extra Virgin Olive Oil - Bold,26.5,3,12
3/30/2023,274,Extra Virgin Olive Oil - Bold,22.5,4,13
3/31/2023,274,Extra Virgin Olive Oil - Bold,27.5,5,13
4/3/2023,275,Extra Virgin Olive Oil - Bold,23.5,1,14
4/4/2023,275,Extra Virgin Olive Oil - Bold,23.5,2,16
4/5/2023,275,Extra Virgin Olive Oil - Bold,23.5,3,13
4/6/2023,275,Extra Virgin Olive Oil - Bold,24.5,4,12
4/9/2023,275,Extra Virgin Olive Oil - Bold,23.5,7,19
4/10/2023,276,Extra Virgin Olive Oil - Bold,23.5,1,13
4/12/2023,276,Extra Virgin Olive Oil - Bold,24.5,3,16
4/13/2023,276,Extra Virgin Olive Oil - Bold,26.5,4,17
4/14/2023,276,Extra Virgin Olive Oil - Bold,23.5,5,15
4/15/2023,276,Extra Virgin Olive Oil - Bold,25.5,6,17
4/16/2023,276,Extra Virgin Olive Oil - Bold,22.5,7,20
4/17/2023,277,Extra Virgin Olive Oil - Bold,24.5,1,10
4/19/2023,277,Extra Virgin Olive Oil - Bold,24.5,3,14
4/20/2023,277,Extra Virgin Olive Oil - Bold,27.5,4,18
4/21/2023,277,Extra Virgin Olive Oil - Bold,22.5,5,18
4/22/2023,277,Extra Virgin Olive Oil - Bold,23.5,6,22
4/23/2023,277,Extra Virgin Olive Oil - Bold,26.5,7,15
4/24/2023,278,Extra Virgin Olive Oil - Bold,26.5,1,9
4/27/2023,278,Extra Virgin Olive Oil - Bold,25.5,4,20
4/29/2023,278,Extra Virgin Olive Oil - Bold,25.5,6,19
4/30/2023,278,Extra Virgin Olive Oil - Bold,21.5,7,19
5/1/2023,279,Extra Virgin Olive Oil - Bold,23.5,1,11
5/2/2023,279,Extra Virgin Olive Oil - Bold,27.5,2,18
5/3/2023,279,Extra Virgin Olive Oil - Bold,22.5,3,19
5/5/2023,279,Extra Virgin Olive Oil - Bold,23.5,5,15
5/6/2023,279,Extra Virgin Olive Oil - Bold,27.5,6,18
5/7/2023,279,Extra Virgin Olive Oil - Bold,24.5,7,20
5/8/2023,280,Extra Virgin Olive Oil - Bold,21.5,1,18
5/9/2023,280,Extra Virgin Olive Oil - Bold,25.5,2,14
5/11/2023,280,Extra Virgin Olive Oil - Bold,21.5,4,17
5/12/2023,280,Extra Virgin Olive Oil - Bold,25.5,5,17
5/13/2023,280,Extra Virgin Olive Oil - Bold,21.5,6,22
5/14/2023,280,Extra Virgin Olive Oil - Bold,23.5,7,15
5/15/2023,281,Extra Virgin Olive Oil - Bold,26.5,1,15
5/16/2023,281,Extra Virgin Olive Oil - Bold,27.5,2,14
5/18/2023,281,Extra Virgin Olive Oil - Bold,21.5,4,16
5/20/2023,281,Extra Virgin Olive Oil - Bold,24.5,6,18
5/21/2023,281,Extra Virgin Olive Oil - Bold,22.5,7,19
5/22/2023,282,Extra Virgin Olive Oil - Bold,27.5,1,11
5/23/2023,282,Extra Virgin Olive Oil - Bold,23.5,2,17
5/24/2023,282,Extra Virgin Olive Oil - Bold,23.5,3,15
5/25/2023,282,Extra Virgin Olive Oil - Bold,25.5,4,17
5/26/2023,282,Extra Virgin Olive Oil - Bold,21.5,5,19
5/27/2023,282,Extra Virgin Olive Oil - Bold,23.5,6,24
5/29/2023,283,Extra Virgin Olive Oil - Bold,21.5,1,16
5/30/2023,283,Extra Virgin Olive Oil - Bold,24.5,2,16
5/31/2023,283,Extra Virgin Olive Oil - Bold,24.5,3,14
6/1/2023,283,Extra Virgin Olive Oil - Bold,25.5,4,17
6/2/2023,283,Extra Virgin Olive Oil - Bold,25.5,5,19
6/3/2023,283,Extra Virgin Olive Oil - Bold,25.5,6,18
6/4/2023,283,Extra Virgin Olive Oil - Bold,27.5,7,17
6/5/2023,284,Extra Virgin Olive Oil - Bold,21.5,1,15
6/7/2023,284,Extra Virgin Olive Oil - Bold,22.5,3,15
6/8/2023,284,Extra Virgin Olive Oil - Bold,27.5,4,13
6/9/2023,284,Extra Virgin Olive Oil - Bold,23.5,5,16
6/10/2023,284,Extra Virgin Olive Oil - Bold,25.5,6,19
6/11/2023,284,Extra Virgin Olive Oil - Bold,21.5,7,19
6/12/2023,285,Extra Virgin Olive Oil - Bold,22.5,1,14
6/13/2023,285,Extra Virgin Olive Oil - Bold,22.5,2,18
6/14/2023,285,Extra Virgin Olive Oil - Bold,23.5,3,16
6/15/2023,285,Extra Virgin Olive Oil - Bold,21.5,4,16
6/17/2023,285,Extra Virgin Olive Oil - Bold,23.5,6,20
6/18/2023,285,Extra Virgin Olive Oil - Bold,21.5,7,20
6/19/2023,286,Extra Virgin Olive Oil - Bold,24.5,1,16
6/20/2023,286,Extra Virgin Olive Oil - Bold,25.5,2,13
6/21/2023,286,Extra Virgin Olive Oil - Bold,22.5,3,17
6/23/2023,286,Extra Virgin Olive Oil - Bold,26.5,5,13
6/25/2023,286,Extra Virgin Olive Oil - Bold,25.5,7,17
6/26/2023,287,Extra Virgin Olive Oil - Bold,22.5,1,16
6/27/2023,287,Extra Virgin Olive Oil - Bold,26.5,2,15
6/28/2023,287,Extra Virgin Olive Oil - Bold,25.5,3,17
6/29/2023,287,Extra Virgin Olive Oil - Bold,24.5,4,13
6/30/2023,287,Extra Virgin Olive Oil - Bold,26.5,5,14
7/2/2023,287,Extra Virgin Olive Oil - Bold,25.5,7,20
7/3/2023,288,Extra Virgin Olive Oil - Bold,21.5,1,14
7/5/2023,288,Extra Virgin Olive Oil - Bold,24.5,3,17
7/6/2023,288,Extra Virgin Olive Oil - Bold,25.5,4,13
7/7/2023,288,Extra Virgin Olive Oil - Bold,21.5,5,14
7/9/2023,288,Extra Virgin Olive Oil - Bold,23.5,7,15
7/10/2023,289,Extra Virgin Olive Oil - Bold,23.5,1,12
7/11/2023,289,Extra Virgin Olive Oil - Bold,25.5,2,17
7/12/2023,289,Extra Virgin Olive Oil - Bold,23.5,3,16
7/13/2023,289,Extra Virgin Olive Oil - Bold,24.5,4,14
7/14/2023,289,Extra Virgin Olive Oil - Bold,26.5,5,15
7/15/2023,289,Extra Virgin Olive Oil - Bold,23.5,6,21
7/16/2023,289,Extra Virgin Olive Oil - Bold,25.5,7,19
7/17/2023,290,Extra Virgin Olive Oil - Bold,23.5,1,15
7/21/2023,290,Extra Virgin Olive Oil - Bold,26.5,5,15
7/22/2023,290,Extra Virgin Olive Oil - Bold,21.5,6,21
7/24/2023,291,Extra Virgin Olive Oil - Bold,21.5,1,17
7/25/2023,291,Extra Virgin Olive Oil - Bold,23.5,2,14
7/26/2023,291,Extra Virgin Olive Oil - Bold,27.5,3,16
7/27/2023,291,Extra Virgin Olive Oil - Bold,22.5,4,16
7/28/2023,291,Extra Virgin Olive Oil - Bold,27.5,5,17
7/30/2023,291,Extra Virgin Olive Oil - Bold,27.5,7,22
7/31/2023,292,Extra Virgin Olive Oil - Bold,27.5,1,15
8/1/2023,292,Extra Virgin Olive Oil - Bold,24.5,2,15
8/2/2023,292,Extra Virgin Olive Oil - Bold,22.5,3,15
8/4/2023,292,Extra Virgin Olive Oil - Bold,25.5,5,14
8/5/2023,292,Extra Virgin Olive Oil - Bold,26.5,6,22
8/6/2023,292,Extra Virgin Olive Oil - Bold,24.5,7,22
8/7/2023,293,Extra Virgin Olive Oil - Bold,25.5,1,11
8/8/2023,293,Extra Virgin Olive Oil - Bold,21.5,2,18
8/9/2023,293,Extra Virgin Olive Oil - Bold,27.5,3,13
8/11/2023,293,Extra Virgin Olive Oil - Bold,25.5,5,14
8/12/2023,293,Extra Virgin Olive Oil - Bold,24.5,6,21
8/13/2023,293,Extra Virgin Olive Oil - Bold,23.5,7,17
8/14/2023,294,Extra Virgin Olive Oil - Bold,23.5,1,17
8/15/2023,294,Extra Virgin Olive Oil - Bold,23.5,2,18
8/16/2023,294,Extra Virgin Olive Oil - Bold,25.5,3,16
8/17/2023,294,Extra Virgin Olive Oil - Bold,26.5,4,19
8/19/2023,294,Extra Virgin Olive Oil - Bold,25.5,6,23
8/20/2023,294,Extra Virgin Olive Oil - Bold,26.5,7,15
8/21/2023,295,Extra Virgin Olive Oil - Bold,21.5,1,17
8/24/2023,295,Extra Virgin Olive Oil - Bold,24.5,4,19
8/25/2023,295,Extra Virgin Olive Oil - Bold,25.5,5,21
8/27/2023,295,Extra Virgin Olive Oil - Bold,24.5,7,20
8/28/2023,296,Extra Virgin Olive Oil - Bold,26.5,1,16
8/29/2023,296,Extra Virgin Olive Oil - Bold,22.5,2,14
8/30/2023,296,Extra Virgin Olive Oil - Bold,25.5,3,11
9/1/2023,296,Extra Virgin Olive Oil - Bold,25.5,5,17
9/3/2023,296,Extra Virgin Olive Oil - Bold,25.5,7,15
9/4/2023,297,Extra Virgin Olive Oil - Bold,23.5,1,9
9/5/2023,297,Extra Virgin Olive Oil - Bold,26.5,2,15
9/6/2023,297,Extra Virgin Olive Oil - Bold,23.5,3,15
9/7/2023,297,Extra Virgin Olive Oil - Bold,26.5,4,16
9/8/2023,297,Extra Virgin Olive Oil - Bold,26.5,5,16
9/9/2023,297,Extra Virgin Olive Oil - Bold,26.5,6,24
9/10/2023,297,Extra Virgin Olive Oil - Bold,27.5,7,17
9/12/2023,298,Extra Virgin Olive Oil - Bold,21.5,2,18
9/13/2023,298,Extra Virgin Olive Oil - Bold,25.5,3,15
9/16/2023,298,Extra Virgin Olive Oil - Bold,27.5,6,15
9/17/2023,298,Extra Virgin Olive Oil - Bold,26.5,7,17
9/18/2023,299,Extra Virgin Olive Oil - Bold,26.5,1,15
9/19/2023,299,Extra Virgin Olive Oil - Bold,21.5,2,16
9/20/2023,299,Extra Virgin Olive Oil - Bold,22.5,3,18
9/21/2023,299,Extra Virgin Olive Oil - Bold,21.5,4,22
9/22/2023,299,Extra Virgin Olive Oil - Bold,22.5,5,19
9/23/2023,299,Extra Virgin Olive Oil - Bold,23.5,6,19
9/24/2023,299,Extra Virgin Olive Oil - Bold,21.5,7,19
9/25/2023,300,Extra Virgin Olive Oil - Bold,27.5,1,10
9/26/2023,300,Extra Virgin Olive Oil - Bold,23.5,2,17
9/27/2023,300,Extra Virgin Olive Oil - Bold,23.5,3,20
9/28/2023,300,Extra Virgin Olive Oil - Bold,23.5,4,15
9/29/2023,300,Extra Virgin Olive Oil - Bold,26.5,5,12
9/30/2023,300,Extra Virgin Olive Oil - Bold,21.5,6,20
10/1/2023,300,Extra Virgin Olive Oil - Bold,23.5,7,23
10/3/2023,301,Extra Virgin Olive Oil - Bold,27.5,2,16
10/4/2023,301,Extra Virgin Olive Oil - Bold,23.5,3,18
10/5/2023,301,Extra Virgin Olive Oil - Bold,21.5,4,19
10/6/2023,301,Extra Virgin Olive Oil - Bold,22.5,5,20
10/7/2023,301,Extra Virgin Olive Oil - Bold,27.5,6,22
10/8/2023,301,Extra Virgin Olive Oil - Bold,26.5,7,19
10/9/2023,302,Extra Virgin Olive Oil - Bold,24.5,1,15
10/11/2023,302,Extra Virgin Olive Oil - Bold,23.5,3,18
10/12/2023,302,Extra Virgin Olive Oil - Bold,26.5,4,15
10/13/2023,302,Extra Virgin Olive Oil - Bold,24.5,5,19
10/14/2023,302,Extra Virgin Olive Oil - Bold,24.5,6,19
10/16/2023,303,Extra Virgin Olive Oil - Bold,25.5,1,14
10/17/2023,303,Extra Virgin Olive Oil - Bold,24.5,2,14
10/18/2023,303,Extra Virgin Olive Oil - Bold,24.5,3,15
10/19/2023,303,Extra Virgin Olive Oil - Bold,23.5,4,19
10/20/2023,303,Extra Virgin Olive Oil - Bold,22.5,5,15
10/21/2023,303,Extra Virgin Olive Oil - Bold,23.5,6,18
10/22/2023,303,Extra Virgin Olive Oil - Bold,22.5,7,18
10/24/2023,304,Extra Virgin Olive Oil - Bold,24.5,2,15
10/25/2023,304,Extra Virgin Olive Oil - Bold,22.5,3,15
10/26/2023,304,Extra Virgin Olive Oil - Bold,27.5,4,19
10/30/2023,305,Extra Virgin Olive Oil - Bold,26.5,1,14
11/1/2023,305,Extra Virgin Olive Oil - Bold,22.5,3,14
11/2/2023,305,Extra Virgin Olive Oil - Bold,26.5,4,19
11/3/2023,305,Extra Virgin Olive Oil - Bold,25.5,5,21
11/4/2023,305,Extra Virgin Olive Oil - Bold,23.5,6,21
11/5/2023,305,Extra Virgin Olive Oil - Bold,22.5,7,17
11/7/2023,306,Extra Virgin Olive Oil - Bold,27.5,2,14
11/8/2023,306,Extra Virgin Olive Oil - Bold,25.5,3,16
11/9/2023,306,Extra Virgin Olive Oil - Bold,23.5,4,22
11/10/2023,306,Extra Virgin Olive Oil - Bold,24.5,5,16
11/11/2023,306,Extra Virgin Olive Oil - Bold,22.5,6,26
11/12/2023,306,Extra Virgin Olive Oil - Bold,25.5,7,15
11/13/2023,307,Extra Virgin Olive Oil - Bold,27.5,1,15
11/14/2023,307,Extra Virgin Olive Oil - Bold,27.5,2,16
11/15/2023,307,Extra Virgin Olive Oil - Bold,22.5,3,17
11/16/2023,307,Extra Virgin Olive Oil - Bold,26.5,4,20
11/17/2023,307,Extra Virgin Olive Oil - Bold,27.5,5,12
11/18/2023,307,Extra Virgin Olive Oil - Bold,24.5,6,23
11/19/2023,307,Extra Virgin Olive Oil - Bold,24.5,7,20
11/21/2023,308,Extra Virgin Olive Oil - Bold,22.5,2,16
11/22/2023,308,Extra Virgin Olive Oil - Bold,25.5,3,20
11/23/2023,308,Extra Virgin Olive Oil - Bold,26.5,4,17
11/24/2023,308,Extra Virgin Olive Oil - Bold,23.5,5,19
11/25/2023,308,Extra Virgin Olive Oil - Bold,24.5,6,22
11/26/2023,308,Extra Virgin Olive Oil - Bold,21.5,7,20
11/27/2023,309,Extra Virgin Olive Oil - Bold,24.5,1,13
11/28/2023,309,Extra Virgin Olive Oil - Bold,25.5,2,18
11/30/2023,309,Extra Virgin Olive Oil - Bold,26.5,4,17
12/1/2023,309,Extra Virgin Olive Oil - Bold,22.5,5,17
12/2/2023,309,Extra Virgin Olive Oil - Bold,24.5,6,19
12/3/2023,309,Extra Virgin Olive Oil - Bold,21.5,7,20
12/4/2023,310,Extra Virgin Olive Oil - Bold,22.5,1,18
12/5/2023,310,Extra Virgin Olive Oil - Bold,21.5,2,15
12/6/2023,310,Extra Virgin Olive Oil - Bold,21.5,3,15
12/7/2023,310,Extra Virgin Olive Oil - Bold,21.5,4,17
12/8/2023,310,Extra Virgin Olive Oil - Bold,21.5,5,17
12/9/2023,310,Extra Virgin Olive Oil - Bold,21.5,6,22
12/10/2023,310,Extra Virgin Olive Oil - Bold,24.5,7,18
12/11/2023,311,Extra Virgin Olive Oil - Bold,24.5,1,13
12/12/2023,311,Extra Virgin Olive Oil - Bold,26.5,2,15
12/13/2023,311,Extra Virgin Olive Oil - Bold,24.5,3,15
12/14/2023,311,Extra Virgin Olive Oil - Bold,21.5,4,21
12/15/2023,311,Extra Virgin Olive Oil - Bold,26.5,5,17
12/17/2023,311,Extra Virgin Olive Oil - Bold,26.5,7,17
12/18/2023,312,Extra Virgin Olive Oil - Bold,26.5,1,16
12/20/2023,312,Extra Virgin Olive Oil - Bold,26.5,3,14
12/21/2023,312,Extra Virgin Olive Oil - Bold,22.5,4,16
12/22/2023,312,Extra Virgin Olive Oil - Bold,25.5,5,16
12/23/2023,312,Extra Virgin Olive Oil - Bold,23.5,6,24
12/24/2023,312,Extra Virgin Olive Oil - Bold,21.5,7,21
12/25/2023,313,Extra Virgin Olive Oil - Bold,22.5,1,16
12/27/2023,313,Extra Virgin Olive Oil - Bold,23.5,3,17
12/30/2023,313,Extra Virgin Olive Oil - Bold,25.5,6,21
1/2/2024,314,Extra Virgin Olive Oil - Bold,21.5,2,15
1/3/2024,314,Extra Virgin Olive Oil - Bold,24.5,3,19
1/4/2024,314,Extra Virgin Olive Oil - Bold,25.5,4,18
1/5/2024,314,Extra Virgin Olive Oil - Bold,25.5,5,17
1/6/2024,314,Extra Virgin Olive Oil - Bold,23.5,6,23
1/9/2024,315,Extra Virgin Olive Oil - Bold,26.5,2,12
1/10/2024,315,Extra Virgin Olive Oil - Bold,22.5,3,18
1/11/2024,315,Extra Virgin Olive Oil - Bold,22.5,4,21
1/13/2024,315,Extra Virgin Olive Oil - Bold,24.5,6,27
1/14/2024,315,Extra Virgin Olive Oil - Bold,21.5,7,20
1/16/2024,316,Extra Virgin Olive Oil - Bold,24.5,2,19
1/17/2024,316,Extra Virgin Olive Oil - Bold,26.5,3,14
1/18/2024,316,Extra Virgin Olive Oil - Bold,22.5,4,20
1/19/2024,316,Extra Virgin Olive Oil - Bold,24.5,5,18
1/20/2024,316,Extra Virgin Olive Oil - Bold,26.5,6,26
1/21/2024,316,Extra Virgin Olive Oil - Bold,22.5,7,21
1/23/2024,317,Extra Virgin Olive Oil - Bold,25.5,2,12
1/24/2024,317,Extra Virgin Olive Oil - Bold,22.5,3,15
1/25/2024,317,Extra Virgin Olive Oil - Bold,25.5,4,16
1/27/2024,317,Extra Virgin Olive Oil - Bold,22.5,6,24
1/28/2024,317,Extra Virgin Olive Oil - Bold,24.5,7,18
1/29/2024,318,Extra Virgin Olive Oil - Bold,25.5,1,13
1/30/2024,318,Extra Virgin Olive Oil - Bold,23.5,2,14
1/31/2024,318,Extra Virgin Olive Oil - Bold,21.5,3,21
2/1/2024,318,Extra Virgin Olive Oil - Bold,25.5,4,15
2/2/2024,318,Extra Virgin Olive Oil - Bold,25.5,5,15
2/3/2024,318,Extra Virgin Olive Oil - Bold,22.5,6,22
2/6/2024,319,Extra Virgin Olive Oil - Bold,24.5,2,14
2/7/2024,319,Extra Virgin Olive Oil - Bold,25.5,3,17
2/9/2024,319,Extra Virgin Olive Oil - Bold,21.5,5,19
2/10/2024,319,Extra Virgin Olive Oil - Bold,23.5,6,23
2/11/2024,319,Extra Virgin Olive Oil - Bold,25.5,7,20
2/12/2024,320,Extra Virgin Olive Oil - Bold,26.5,1,16
2/14/2024,320,Extra Virgin Olive Oil - Bold,24.5,3,19
2/15/2024,320,Extra Virgin Olive Oil - Bold,26.5,4,16
2/16/2024,320,Extra Virgin Olive Oil - Bold,21.5,5,18
2/17/2024,320,Extra Virgin Olive Oil - Bold,26.5,6,22
2/18/2024,320,Extra Virgin Olive Oil - Bold,27.5,7,21
2/19/2024,321,Extra Virgin Olive Oil - Bold,27.5,1,14
2/20/2024,321,Extra Virgin Olive Oil - Bold,25.5,2,17
2/21/2024,321,Extra Virgin Olive Oil - Bold,22.5,3,20
2/22/2024,321,Extra Virgin Olive Oil - Bold,23.5,4,21
2/25/2024,321,Extra Virgin Olive Oil - Bold,23.5,7,18
2/26/2024,322,Extra Virgin Olive Oil - Bold,21.5,1,18
2/27/2024,322,Extra Virgin Olive Oil - Bold,21.5,2,18
2/28/2024,322,Extra Virgin Olive Oil - Bold,27.5,3,18
2/29/2024,322,Extra Virgin Olive Oil - Bold,26.5,4,15
3/1/2024,322,Extra Virgin Olive Oil - Bold,26.5,5,15
3/2/2024,322,Extra Virgin Olive Oil - Bold,25.5,6,25
3/3/2024,322,Extra Virgin Olive Oil - Bold,27.5,7,19
3/4/2024,323,Extra Virgin Olive Oil - Bold,22.5,1,12
3/5/2024,323,Extra Virgin Olive Oil - Bold,21.5,2,21
3/6/2024,323,Extra Virgin Olive Oil - Bold,25.5,3,18
3/7/2024,323,Extra Virgin Olive Oil - Bold,24.5,4,21
3/8/2024,323,Extra Virgin Olive Oil - Bold,21.5,5,16
3/9/2024,323,Extra Virgin Olive Oil - Bold,21.5,6,26
3/10/2024,323,Extra Virgin Olive Oil - Bold,23.5,7,22
3/11/2024,324,Extra Virgin Olive Oil - Bold,24.5,1,13
3/12/2024,324,Extra Virgin Olive Oil - Bold,26.5,2,17
3/13/2024,324,Extra Virgin Olive Oil - Bold,25.5,3,18
3/14/2024,324,Extra Virgin Olive Oil - Bold,26.5,4,16
3/15/2024,324,Extra Virgin Olive Oil - Bold,25.5,5,16
3/16/2024,324,Extra Virgin Olive Oil - Bold,24.5,6,25
3/17/2024,324,Extra Virgin Olive Oil - Bold,25.5,7,25
3/18/2024,325,Extra Virgin Olive Oil - Bold,27.5,1,14
3/20/2024,325,Extra Virgin Olive Oil - Bold,21.5,3,17
3/24/2024,325,Extra Virgin Olive Oil - Bold,24.5,7,20
3/25/2024,326,Extra Virgin Olive Oil - Bold,21.5,1,18
3/26/2024,326,Extra Virgin Olive Oil - Bold,27.5,2,14
3/27/2024,326,Extra Virgin Olive Oil - Bold,27.5,3,16
3/29/2024,326,Extra Virgin Olive Oil - Bold,25.5,5,14
3/30/2024,326,Extra Virgin Olive Oil - Bold,24.5,6,24
3/31/2024,326,Extra Virgin Olive Oil - Bold,22.5,7,23
1/1/2018,1,Extra Virgin Olive Oil - Delicate,26.5,1,0
1/3/2018,1,Extra Virgin Olive Oil - Delicate,26.5,3,0
1/4/2018,1,Extra Virgin Olive Oil - Delicate,21.5,4,0
1/5/2018,1,Extra Virgin Olive Oil - Delicate,25.5,5,0
1/6/2018,1,Extra Virgin Olive Oil - Delicate,24.5,6,5
1/7/2018,1,Extra Virgin Olive Oil - Delicate,21.5,7,2
1/8/2018,2,Extra Virgin Olive Oil - Delicate,23.5,1,0
1/9/2018,2,Extra Virgin Olive Oil - Delicate,26.5,2,0
1/10/2018,2,Extra Virgin Olive Oil - Delicate,27.5,3,0
1/12/2018,2,Extra Virgin Olive Oil - Delicate,26.5,5,0
1/13/2018,2,Extra Virgin Olive Oil - Delicate,24.5,6,4
1/14/2018,2,Extra Virgin Olive Oil - Delicate,25.5,7,0
1/15/2018,3,Extra Virgin Olive Oil - Delicate,26.5,1,0
1/16/2018,3,Extra Virgin Olive Oil - Delicate,22.5,2,0
1/17/2018,3,Extra Virgin Olive Oil - Delicate,23.5,3,0
1/19/2018,3,Extra Virgin Olive Oil - Delicate,23.5,5,0
1/20/2018,3,Extra Virgin Olive Oil - Delicate,27.5,6,3
1/21/2018,3,Extra Virgin Olive Oil - Delicate,23.5,7,3
1/22/2018,4,Extra Virgin Olive Oil - Delicate,25.5,1,0
1/25/2018,4,Extra Virgin Olive Oil - Delicate,24.5,4,0
1/26/2018,4,Extra Virgin Olive Oil - Delicate,23.5,5,0
1/28/2018,4,Extra Virgin Olive Oil - Delicate,24.5,7,6
1/29/2018,5,Extra Virgin Olive Oil - Delicate,25.5,1,0
2/1/2018,5,Extra Virgin Olive Oil - Delicate,27.5,4,0
2/3/2018,5,Extra Virgin Olive Oil - Delicate,27.5,6,1
2/4/2018,5,Extra Virgin Olive Oil - Delicate,23.5,7,2
2/5/2018,6,Extra Virgin Olive Oil - Delicate,21.5,1,0
2/6/2018,6,Extra Virgin Olive Oil - Delicate,24.5,2,0
2/8/2018,6,Extra Virgin Olive Oil - Delicate,21.5,4,0
2/9/2018,6,Extra Virgin Olive Oil - Delicate,26.5,5,1
2/11/2018,6,Extra Virgin Olive Oil - Delicate,23.5,7,6
2/12/2018,7,Extra Virgin Olive Oil - Delicate,22.5,1,1
2/13/2018,7,Extra Virgin Olive Oil - Delicate,26.5,2,0
2/14/2018,7,Extra Virgin Olive Oil - Delicate,26.5,3,0
2/15/2018,7,Extra Virgin Olive Oil - Delicate,23.5,4,5
